Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Antigua and Barbuda,Central America and Caribbean,2005,10.6,12.9,146.7030,7.44,99,46,25.6,98,99,0.10,15122,0.08,3.5,3.4,9.1,0,1,75
Eswatini,Africa,2003,69.8,119.2,615.7080,5.62,90,99,25.7,87,85,20.22,2662,1.02,8.2,8.4,3.4,0,1,43.4
Slovenia,European Union,2000,4.6,5.5,120.8335,12.80,88,98,25.4,93,91,0.02,16241,1.99,2.2,2.3,11.6,1,0,75.4
Estonia,European Union,2013,2.8,3.6,118.1710,17.75,93,92,26.3,94,94,0.08,16553,1.32,1.9,1.9,12.6,1,0,77.1
Kyrgyz Republic,Asia,2001,40.6,47.4,223.7210,5.70,57,65,24.8,99,99,0.03,749,4.95,3.6,3.6,9.9,0,1,68.7
Mauritius,Africa,2013,13.1,15.0,146.3845,3.17,98,85,25.1,98,98,0.81,8647,1.26,7,7,8.9,0,1,74
New Zealand,Oceania,2006,5.4,6.5,74.7970,9.36,87,86,27.3,89,89,0.03,35625,4.18,0.3,0.3,11.7,1,0,80
Ghana,Africa,2007,52.1,78.0,265.4325,0.67,94,55,23.4,94,94,1.15,1240,22.96,7.7,7.6,6.5,0,1,59.7
Afghanistan,Asia,2001,87.9,125.2,304.8580,0.02,63,13,21.8,35,33,0.02,163,21.61,2.1,2.4,2.2,0,1,56.3
Ireland,European Union,2007,3.9,4.6,73.7660,13.17,95,86,26.9,92,92,0.06,51625,4.40,0.3,0.2,11.9,1,0,79.6
Moldova,Rest of Europe,2000,26.2,31.5,241.2055,6.76,92,92,25.9,97,95,0.23,1338,2.92,3.6,3.7,9,0,1,67
Rwanda,Africa,2000,109.5,185.2,442.3195,8.71,91,87,20.9,90,90,3.17,345,7.93,7.6,7.7,2.3,0,1,48.6
Suriname,South America,2008,21.7,24.4,184.9450,4.82,84,16,26.0,85,85,0.71,8445,0.52,3.5,3.4,7.7,0,1,69.9
"Gambia, The",Africa,2007,50.0,83.8,282.4125,3.19,97,64,23.0,94,95,1.37,686,1.64,8.8,8.7,2.5,0,1,58.7
Israel,Middle East,2000,5.6,6.9,78.6545,2.58,98,97,26.1,93,93,0.08,28748,6.29,1.1,1.1,12,1,0,79
Solomon Islands,Oceania,2004,24.7,29.6,202.3340,1.21,81,65,25.3,89,90,0.17,1774,0.46,1.3,1.3,4.8,0,1,68.8
Botswana,Africa,2011,41.1,51.9,336.3930,6.24,95,84,24.2,96,95,7.61,5899,2.02,7.7,7.4,8.9,0,1,61.9
Brazil,South America,2004,23.5,26.5,171.4535,6.70,96,68,25.2,99,99,0.25,7206,184.01,3.2,3.2,6.2,0,1,71.5
Brunei Darussalam,Asia,2006,7.7,9.5,93.9375,0.63,99,94,25.9,94,97,0.10,35456,0.37,6.3,5.8,8.5,0,1,74.2
Moldova,Rest of Europe,2012,14.2,16.5,176.3780,8.30,94,92,26.8,92,92,0.39,2374,2.86,2.7,2.9,11.4,0,1,70.6
Bhutan,Asia,2004,47.2,61.2,260.8320,0.97,89,77,22.7,90,89,0.23,1410,0.64,18,18.8,2.3,0,1,64.5
"Yemen, Rep.",Middle East,2015,46.1,60.7,221.5195,0.03,69,95,23.7,63,69,0.03,1602,26.50,13.6,13.4,3,0,1,66.1
Eritrea,Africa,2013,35.8,49.5,267.9460,1.03,94,88,20.6,94,94,0.16,761,3.34,8.6,8.4,3.9,0,1,63.7
Iraq,Middle East,2003,33.7,41.8,172.0330,0.08,63,45,27.3,73,75,0.13,2352,25.64,5.5,5.2,5.5,0,1,68.6
Zambia,Africa,2015,46.9,67.7,302.8220,3.50,90,47,22.5,90,90,4.48,1338,15.88,6.3,6.1,6.9,0,1,61.7
Madagascar,Africa,2001,64.9,100.8,276.0980,1.05,61,64,20.7,60,60,0.03,501,16.26,8.6,8.5,5.2,0,1,59.1
St. Vincent and the Grenadines,Central America and Caribbean,2002,19.1,21.9,182.1335,5.21,99,83,25.7,99,99,0.40,5706,0.11,3.9,3.8,7.7,0,1,71
Kazakhstan,Asia,2015,10.6,11.9,182.1110,3.33,98,98,26.3,98,98,0.14,10511,17.54,2.4,2.5,11.7,0,1,72
Denmark,European Union,2001,4.7,5.6,101.2215,11.54,88,87,25.0,97,97,0.04,49470,5.36,1.3,1,11.4,1,0,76.8
Mauritius,Africa,2000,16.6,18.8,172.8830,4.58,88,80,24.5,88,88,1.21,5534,1.19,8.1,8.1,6.2,0,1,71.7
Serbia,Rest of Europe,2015,5.4,6.3,114.3280,7.20,94,86,26.0,95,95,0.02,5589,7.10,2,2,11,0,1,75.3
Peru,South America,2005,20.6,26.5,141.9155,4.65,94,52,25.5,66,77,0.20,3868,27.87,1.3,1.3,8.7,0,1,72.9
Solomon Islands,Oceania,2013,20.5,24.2,155.1685,0.94,94,65,26.0,85,94,0.17,2232,0.57,1.1,1.2,5.3,0,1,71.6
United Kingdom,Rest of Europe,2003,5.3,6.2,84.1790,11.28,88,86,26.5,91,91,0.08,41598,59.65,0.7,0.5,12,1,0,78.4
Mauritania,Africa,2013,57.5,87.7,206.5280,0.00,80,64,24.8,80,80,0.16,1470,3.82,8.1,7.9,4.1,0,1,63.4
Belgium,European Union,2011,3.6,4.4,79.9355,10.14,97,83,26.0,98,98,0.08,39929,11.04,0.9,0.9,11.2,1,0,80.6
Paraguay,South America,2015,19.0,22.3,145.3510,5.21,93,72,26.6,93,93,0.14,5414,6.69,2,1.9,8.5,0,1,73.7
Cuba,Central America and Caribbean,2009,5.2,6.5,95.7135,3.97,96,95,25.2,99,96,0.15,6601,11.23,3.4,3.2,10.8,0,1,78.3
Malta,European Union,2011,5.8,6.6,54.9785,6.89,82,85,27.1,96,96,0.08,20566,0.42,0.8,0.7,10.5,1,0,80.7
Kyrgyz Republic,Asia,2004,35.6,41.1,222.7265,6.65,99,65,25.1,98,99,0.08,831,5.10,3.4,3.4,10.1,0,1,68.2
Belgium,European Union,2005,4.0,4.9,88.2405,12.21,77,79,25.7,97,97,0.08,38426,10.48,0.8,0.8,10.7,1,0,79
Bulgaria,European Union,2001,13.8,16.7,158.9380,11.07,93,85,25.3,94,94,0.02,3937,8.01,2.4,2.5,9.9,1,0,71.8
Slovenia,European Union,2001,4.3,5.2,121.8735,11.58,88,98,25.4,93,92,0.02,16737,1.99,2.2,2.2,11.5,1,0,75.8
Guinea,Africa,2000,99.9,164.2,324.7675,0.18,57,64,21.8,47,46,1.34,628,8.24,1.3,1.3,1.5,0,1,51.2
Bolivia,South America,2005,43.1,56.2,219.8665,2.80,85,83,25.3,84,85,0.19,2186,9.23,1.3,1.2,7,0,1,65.3
Saudi Arabia,Middle East,2001,17.7,20.7,107.6395,0.05,95,96,27.6,97,97,0.13,17032,21.20,7.3,7.3,6.8,0,1,72.8
"Micronesia, Fed. Sts.",Oceania,2015,24.2,28.9,164.8710,1.59,78,65,29.6,71,72,0.17,2907,0.11,0.2,0.2,8,0,1,67.3
Morocco,Africa,2011,25.3,29.5,78.7760,0.46,98,68,25.5,98,99,0.05,2631,32.78,6.3,6.2,4.4,0,1,74.7
Montenegro,Rest of Europe,2004,9.9,11.4,133.3415,10.12,91,95,25.6,92,91,0.02,4819,0.61,2.3,2.4,10.4,0,1,73.4
Hungary,European Union,2012,4.8,5.7,142.5135,11.13,88,99,27.0,99,99,0.08,11470,9.92,1.7,1.7,12.2,1,0,75.1
Benin,Africa,2000,85.0,136.8,285.8990,1.44,73,83,22.1,78,78,1.03,906,6.87,9.7,9.6,2.6,0,1,55.4
Vanuatu,Oceania,2011,24.5,29.3,141.3175,1.82,63,65,26.0,75,65,0.17,2867,0.24,1.5,1.4,6.7,0,1,69.3
Belize,Central America and Caribbean,2014,13.9,16.1,176.8185,6.73,95,92,28.8,95,95,0.39,4770,0.35,3.4,3.4,10.5,0,1,73.8
Samoa,Oceania,2003,16.8,19.7,162.7035,4.16,83,65,30.8,90,83,0.17,3590,0.18,0.2,0.2,9.2,0,1,69.8
Lesotho,Africa,2001,70.5,108.8,605.5930,2.85,79,46,24.1,78,78,17.55,739,2.04,11.1,11.1,5,0,1,46.2
Singapore,Asia,2002,2.6,3.4,73.0070,2.16,95,96,23.5,94,94,0.15,34599,4.18,2.1,2,9.5,0,1,78.6
Bolivia,South America,2001,53.1,71.3,235.6955,2.19,77,83,24.8,71,71,0.22,2054,8.58,1.5,1.4,7.3,0,1,63.1
Russian Federation,Rest of Europe,2014,7.2,8.9,220.9310,8.86,97,97,26.2,97,97,0.08,9521,143.82,2.3,2.3,11.9,0,1,70.7
Seychelles,Africa,2003,11.8,13.7,172.5165,7.35,99,99,25.7,99,99,3.50,10198,0.08,6.1,6.5,7.6,0,1,71
Lebanon,Middle East,2012,8.0,9.3,63.9900,1.24,81,68,27.3,80,81,0.04,8434,5.54,4.8,4.8,8.1,0,1,78.6
Chad,Africa,2012,80.6,139.8,371.3155,0.63,40,64,21.7,51,40,0.54,738,12.78,9,8.9,2.1,0,1,51.9
Belgium,European Union,2008,3.8,4.6,86.6285,10.51,98,81,25.9,99,99,0.08,40152,10.71,0.8,0.8,11,1,0,79.7
Dominican Republic,Central America and Caribbean,2004,30.1,36.9,180.6505,5.31,82,83,25.3,66,79,0.79,4305,8.97,3.6,3.5,6.9,0,1,70.5
Botswana,Africa,2013,39.4,49.6,290.0855,5.07,95,83,24.2,96,95,6.07,6705,2.06,7,6.7,9.1,0,1,65
Burkina Faso,Africa,2000,90.9,178.9,328.7650,4.51,86,31,20.9,45,45,0.89,440,11.61,11.4,11.1,1.2,0,1,50.5
Brunei Darussalam,Asia,2012,8.2,10.0,91.9455,0.96,99,96,26.7,92,99,0.10,34097,0.40,5.8,5.3,8.9,0,1,75
Botswana,Africa,2014,40.1,50.2,269.3405,6.04,95,85,24.3,96,95,5.90,6896,2.09,6.7,6.4,9.2,0,1,66.3
United Kingdom,Rest of Europe,2014,3.9,4.5,68.7755,9.45,88,86,27.1,95,95,0.08,44596,64.60,0.8,0.5,12.7,1,0,81.3
United States,North America,2014,5.9,6.9,105.6355,8.78,92,86,28.8,93,95,0.12,55675,318.39,0.8,0.6,13.3,1,0,78.8
Cabo Verde,Africa,2002,26.3,31.6,141.6955,3.87,40,96,23.5,92,91,0.39,2053,0.44,9.2,9.1,3.8,0,1,69.6
Luxembourg,European Union,2003,3.1,3.8,87.4675,12.52,95,86,25.7,99,98,0.07,97598,0.45,1,0.9,10.9,1,0,77.7
Chile,South America,2006,7.6,9.0,100.0810,7.33,95,95,27.1,94,94,0.15,10714,16.35,0.9,0.9,9.5,0,1,77.9
Cambodia,Asia,2008,43.2,51.3,202.6260,1.35,91,49,21.4,91,91,0.22,867,13.88,11.2,11.4,3.9,0,1,65.4
Iceland,Rest of Europe,2005,2.6,3.2,58.8730,7.05,88,90,25.8,95,95,0.03,48851,0.30,0.9,0.9,10,1,0,81.5
Myanmar,Asia,2004,59.1,79.7,228.4980,0.64,74,63,21.6,92,82,0.49,481,48.56,13.3,13.6,3.5,0,1,61.3
Bulgaria,European Union,2009,9.3,11.1,145.5270,10.53,96,93,25.9,94,94,0.03,6289,7.44,2,2.1,10.6,1,0,73.4
Russian Federation,Rest of Europe,2005,11.1,13.8,318.6295,11.59,97,97,26.0,98,98,0.08,7323,143.52,2.4,2.7,11.4,0,1,65.5
Norway,Rest of Europe,2000,3.9,4.9,83.8590,5.67,88,90,25.6,91,90,0.03,67438,4.49,0.8,0.7,12,1,0,78.6
"Iran, Islamic Rep.",Middle East,2013,14.4,16.8,85.1195,0.01,99,65,26.0,98,98,0.05,5157,76.48,8.2,8.3,9.8,0,1,75.2
Chad,Africa,2006,90.8,163.3,401.3725,0.49,27,64,21.4,49,40,0.91,657,10.46,1.3,1.2,1.6,0,1,48.9
Liberia,Africa,2012,68.3,94.2,258.0005,3.75,80,64,23.9,80,80,3.50,713,4.14,7,6.9,4.3,0,1,60.7
"Yemen, Rep.",Middle East,2000,68.8,95.0,253.0155,0.07,14,95,22.3,74,74,0.02,2384,17.41,14.1,14.1,1.2,0,1,60.7
Croatia,European Union,2012,4.4,5.2,98.1320,10.58,98,97,26.9,96,96,0.02,11547,4.27,1.5,1.5,11,1,0,76.9
Liberia,Africa,2008,77.2,108.2,276.8845,3.90,64,64,23.7,79,75,3.50,626,3.61,7.7,7.6,4,0,1,58.2
Iceland,Rest of Europe,2000,3.2,4.1,78.9160,6.14,88,91,25.5,98,98,0.02,42175,0.28,1,0.9,9.4,1,0,79.7
Saudi Arabia,Middle East,2012,9.3,10.8,91.4105,0.00,98,98,28.2,98,98,0.13,20250,29.15,7.5,7.4,9.4,0,1,74.3
Algeria,Africa,2004,30.1,35.1,123.1620,0.45,81,94,24.6,86,86,0.02,3593,32.69,6.2,6.1,6.7,0,1,72.6
Haiti,Central America and Caribbean,2000,74.5,103.9,305.8060,3.63,60,83,23.3,50,41,1.46,1316,8.46,4.8,4.8,3.8,0,1,57.1
Russian Federation,Rest of Europe,2002,13.8,17.2,316.4570,10.87,81,93,25.8,97,97,0.08,5910,145.31,2.7,2.9,11.4,0,1,65.1
"Micronesia, Fed. Sts.",Oceania,2011,26.8,32.3,170.0125,1.87,83,65,29.4,83,84,0.17,3167,0.10,0.2,0.2,7.4,0,1,66.6
Cameroon,Africa,2001,85.8,140.9,410.6215,4.38,81,64,23.1,61,63,3.91,1124,15.93,7.5,7.7,4.9,0,1,51.2
Indonesia,Asia,2010,27.9,33.8,184.0390,0.08,83,74,22.5,82,81,0.21,2720,241.83,1.6,1.5,7.4,0,1,69.2
Australia,Oceania,2013,3.5,4.1,60.2150,10.00,91,92,27.0,91,91,0.05,55724,23.13,0.6,0.6,12.6,1,0,82.1
"Egypt, Arab Rep.",Africa,2008,26.0,31.3,165.1370,0.21,97,64,28.6,97,97,0.13,3291,79.64,3.1,3,6.2,0,1,70
Austria,European Union,2005,4.1,4.9,83.4800,12.14,86,54,25.2,86,86,0.08,41281,8.23,1.7,1.9,9.9,1,0,79.3
North Macedonia,Rest of Europe,2009,9.7,11.0,108.3685,3.67,95,97,26.2,96,96,0.08,4208,2.05,2.3,2.4,8.9,0,1,74.4
France,European Union,2007,3.2,4.4,87.7925,12.95,42,64,25.0,99,98,0.11,36468,64.02,0.6,0.6,10.7,1,0,81.1
Samoa,Oceania,2014,16.1,18.7,114.5270,2.05,56,68,32.0,76,63,0.17,3932,0.19,0.2,0.1,10.3,0,1,72.5
Angola,Africa,2013,63.7,98.5,249.2235,7.67,77,64,23.1,48,77,1.12,3169,26.02,8.6,8.5,4.9,0,1,58.1
Bosnia and Herzegovina,Rest of Europe,2015,5.4,6.3,96.0670,4.90,82,88,25.7,74,82,0.08,4730,3.43,2.3,2.3,9,0,1,76.9
China,Asia,2012,10.6,13.5,88.5285,5.52,99,99,23.4,99,99,0.10,6592,1354.19,3.9,3.3,7.5,0,1,75
Benin,Africa,2014,64.4,99.8,245.6915,1.53,78,83,23.4,71,78,0.39,1088,10.29,7.1,6.9,3.3,0,1,60.3
Ethiopia,Africa,2014,45.2,65.9,229.3955,0.65,77,64,20.5,68,77,0.22,596,98.09,1.5,1.3,2.5,0,1,64.5
Mali,Africa,2010,76.7,130.3,285.8330,0.60,72,64,22.6,77,73,0.52,732,15.05,8.8,8.5,2,0,1,55.3
North Macedonia,Rest of Europe,2000,14.3,16.0,123.0060,4.49,72,97,25.6,96,95,0.08,3283,2.03,2.8,2.8,6.5,0,1,72.9
Uruguay,South America,2009,9.7,11.2,113.0370,6.45,95,93,26.6,95,95,0.23,12496,3.35,1.5,1.5,8.4,0,1,76.6
Bangladesh,Asia,2009,40.7,51.8,143.4765,0.00,97,59,21.0,97,97,0.01,932,145.92,19.1,19.7,4.8,0,1,69.5
South Africa,Africa,2009,38.4,60.3,473.8750,7.25,74,63,26.9,75,76,10.13,5992,50.48,8.1,9.8,10.1,0,1,56.5
Comoros,Africa,2005,69.8,96.7,261.5155,0.24,68,64,23.3,67,68,0.02,1182,0.61,7.5,7.4,3.1,0,1,60.1
Central African Republic,Africa,2012,94.5,136.2,453.1605,1.96,47,64,22.6,47,47,1.59,576,4.44,8.7,8.6,3.8,0,1,48.6
South Africa,Africa,2005,49.4,78.8,508.6085,7.17,79,48,26.6,75,79,11.43,5588,47.88,11.6,13.9,8.9,0,1,53.4
Ecuador,South America,2010,16.3,19.0,133.7880,3.97,90,91,26.5,88,91,0.16,5324,15.01,1.3,1.2,7.9,0,1,75.1
Tunisia,Africa,2001,23.4,27.9,109.8335,1.18,94,99,25.2,98,98,0.01,2965,9.79,6.5,6.4,5.1,0,1,73.4
France,European Union,2002,3.7,5.1,98.6570,13.92,29,65,24.9,97,97,0.11,34152,61.81,0.7,0.6,10.1,1,0,79.3
Peru,South America,2014,12.7,16.4,125.6385,5.51,88,44,26.4,78,88,0.12,6109,30.09,1.1,1.1,9.4,0,1,75.5
Brunei Darussalam,Asia,2015,8.8,10.6,88.0930,0.67,99,97,27.0,99,99,0.10,31164,0.41,5.7,5.1,9,0,1,75.3
Ireland,European Union,2002,5.5,6.5,86.8790,13.95,95,86,26.5,83,83,0.05,44919,3.93,0.3,0.3,11.2,1,0,77.6
Central African Republic,Africa,2003,107.7,164.2,542.0260,1.61,45,64,21.8,44,47,3.29,442,3.88,1,1.1,3.1,0,1,44.2
Timor-Leste,Oceania,2001,80.6,102.1,259.1975,0.50,75,64,20.0,50,55,0.04,1075,0.90,12.1,12.2,2.8,0,1,59.9
Cote d'Ivoire,Africa,2003,89.6,133.1,461.2065,4.65,63,64,22.9,68,61,2.91,1567,17.60,7.5,7.5,3.5,0,1,49.6
Lesotho,Africa,2000,70.0,106.9,568.7700,3.09,79,48,24.0,82,83,18.69,715,2.03,11.5,11.6,4.9,0,1,47.7
Trinidad and Tobago,Central America and Caribbean,2013,18.4,20.6,171.2240,5.85,92,86,27.3,94,92,0.40,18441,1.35,5.8,6,10.8,0,1,72.6
Senegal,Africa,2003,59.2,107.0,246.5465,0.19,87,33,22.3,73,73,0.59,1093,10.54,11.8,11.7,2.4,0,1,59.3
Bulgaria,European Union,2012,8.2,9.8,135.0865,10.88,95,94,26.1,95,95,0.03,6694,7.31,1.9,1.9,10.8,1,0,74.3
United Kingdom,Rest of Europe,2015,3.8,4.5,69.3335,9.59,88,86,27.1,96,96,0.08,45405,65.12,0.8,0.6,12.8,1,0,81
France,European Union,2012,3.1,4.1,80.3445,12.22,78,72,25.0,99,99,0.10,36183,65.66,0.6,0.6,11,1,0,82
Portugal,European Union,2012,3.0,3.7,80.7525,9.76,98,96,25.8,98,98,0.14,18655,10.51,0.7,0.5,8.5,1,0,80.4
Lesotho,Africa,2002,71.2,110.7,642.4155,2.93,79,50,24.1,84,84,17.08,747,2.03,1.6,1.6,5.1,0,1,44.9
Guatemala,Central America and Caribbean,2008,30.8,37.8,185.0735,2.10,95,83,25.8,96,95,0.13,3621,13.74,1.3,1.3,4.3,0,1,70.8
Slovak Republic,European Union,2010,5.8,7.0,121.9480,10.16,99,97,26.0,99,99,0.01,14526,5.39,1.3,1.3,11.6,1,0,75.1
Sierra Leone,Africa,2001,135.6,219.4,519.6305,3.98,71,60,22.1,38,38,1.57,364,4.75,1.1,1.2,2.4,0,1,40.4
Somalia,Africa,2012,91.0,147.8,320.8515,0.00,42,64,22.9,47,42,0.13,331,12.72,6.8,6.7,2.1,0,1,54.7
Seychelles,Africa,2009,12.0,14.0,157.0575,5.20,99,99,26.2,99,99,3.50,11973,0.09,5.8,6.2,8,0,1,73.1
Algeria,Africa,2007,26.4,30.7,110.0330,0.34,90,95,24.8,95,95,0.02,3828,34.17,6,5.9,7.2,0,1,73.9
Niger,Africa,2015,51.8,93.8,249.0860,0.12,65,64,21.8,83,65,0.06,484,20.00,9.6,9.4,1.8,0,1,60.6
Malta,European Union,2012,5.8,6.6,54.2180,7.18,93,91,27.1,99,99,0.08,21222,0.42,0.8,0.7,10.8,1,0,80.7
"Egypt, Arab Rep.",Africa,2003,32.0,39.4,172.6140,0.14,98,64,28.0,98,98,0.13,2699,72.83,3.3,3.3,5.3,0,1,69.1
Libya,Africa,2012,12.9,15.0,138.3255,0.01,98,97,27.7,98,98,0.09,12386,6.29,5.6,5.4,7.3,0,1,71.9
Armenia,Rest of Europe,2015,12.6,14.1,125.4875,4.04,94,97,26.3,96,94,0.09,3607,2.93,2.1,2.2,11.6,0,1,74.5
Suriname,South America,2012,19.6,22.0,174.3515,5.79,84,17,26.3,79,84,0.58,9502,0.54,3.5,3.4,7.9,0,1,70.9
Mexico,North America,2012,15.4,17.9,115.0265,3.86,99,92,27.7,99,99,0.16,9280,117.27,1.6,1.5,8.6,0,1,75
Guinea-Bissau,Africa,2000,105.0,173.8,304.3710,3.02,83,64,22.1,52,49,3.32,577,1.20,1.2,1.2,2.3,0,1,50.4
Fiji,Oceania,2005,19.7,23.1,210.0095,2.03,99,74,26.7,97,96,0.04,4570,0.82,4.1,3.8,9.2,0,1,66.3
Qatar,Middle East,2009,8.0,9.4,60.0750,1.09,99,99,28.4,98,99,0.05,59091,1.65,5,4.6,9.2,0,1,78.9
Bangladesh,Asia,2008,42.7,54.7,145.5585,0.00,96,65,20.9,96,96,0.01,897,144.30,19.3,19.9,4.8,0,1,69.1
Philippines,Asia,2003,27.3,35.5,212.4255,4.42,52,19,22.4,85,84,0.01,1931,83.05,1,9.7,8,0,1,68.9
Maldives,Asia,2012,10.4,12.1,74.3370,1.23,99,99,24.9,99,99,0.17,8733,0.40,13.8,13.9,5.5,0,1,76.7
Uganda,Africa,2006,61.6,99.6,420.3080,10.97,64,64,21.6,62,64,3.67,655,28.57,6.4,6.4,4.6,0,1,52.8
"Bahamas, The",Central America and Caribbean,2005,14.4,16.8,178.7335,9.83,93,83,27.1,93,93,0.66,35649,0.32,2.6,2.5,10.9,0,1,72
Malaysia,Asia,2007,6.9,8.1,129.0980,0.46,96,92,24.7,97,97,0.19,7850,26.72,8.7,8.5,8.8,0,1,73.9
Togo,Africa,2012,55.2,83.5,282.0470,1.13,84,64,23.2,84,84,0.87,519,6.77,7,6.8,4.4,0,1,58.7
Turkmenistan,Asia,2003,49.2,58.6,226.9195,2.57,97,89,25.0,66,83,0.08,2398,4.66,3.5,3.4,9.9,0,1,64.4
Barbados,Central America and Caribbean,2003,14.3,15.7,120.7870,7.51,91,71,26.7,90,89,0.58,16197,0.27,4.1,4.1,9.1,0,1,77.7
Azerbaijan,Asia,2009,34.7,39.9,137.8410,1.92,74,83,26.3,84,81,0.10,5024,8.95,2.8,2.9,10.7,0,1,70.6
Czechia,European Union,2009,2.9,3.5,100.7625,13.43,99,98,26.8,99,99,0.08,16161,10.44,1.9,2,12.3,1,0,77.1
Belarus,Rest of Europe,2013,3.5,4.6,184.4715,12.58,98,99,26.5,98,98,0.23,6111,9.44,2,2,12,0,1,72.5
Luxembourg,European Union,2007,2.5,3.1,78.1125,12.27,87,86,26.0,96,99,0.09,112418,0.48,0.9,0.9,11.7,1,0,79.4
Croatia,European Union,2002,6.6,7.7,120.7820,13.88,96,98,25.8,95,95,0.02,9962,4.30,2,2,9.8,1,0,74.7
Bangladesh,Asia,2015,31.0,38.1,129.7530,0.01,97,90,21.6,98,97,0.01,1248,156.26,17.9,18.3,5.2,0,1,71.5
Lao PDR,Asia,2009,54.0,71.7,221.8760,5.25,67,65,22.1,67,67,0.17,1485,6.15,9.4,9.6,4.5,0,1,63.8
Niger,Africa,2004,82.3,181.5,284.2790,0.10,72,64,21.1,45,43,0.29,398,13.13,12.1,12,1.3,0,1,52.7
Saudi Arabia,Middle East,2010,10.5,12.3,94.5330,0.00,98,98,28.1,98,98,0.13,18568,27.42,7.3,7.4,8.9,0,1,73.9
Switzerland,Rest of Europe,2000,4.7,5.6,76.6770,11.26,88,71,24.8,95,93,0.09,74013,7.18,0.7,0.5,11.4,1,0,79.7
"Venezuela, RB",South America,2007,15.0,17.4,151.3355,8.89,62,83,26.5,67,62,0.40,8454,27.25,1.6,1.5,8.1,0,1,73
Brazil,South America,2011,16.0,17.9,152.5765,7.13,98,71,26.0,98,99,0.25,8966,197.51,2.9,2.8,7.1,0,1,73.9
Djibouti,Africa,2012,59.3,72.2,258.4125,0.41,81,82,23.9,81,81,0.36,1559,0.87,5.6,5.5,4,0,1,61.4
Tanzania,Africa,2013,43.0,62.7,271.2670,6.71,91,64,23.0,91,91,2.19,888,48.48,6.8,6.7,5.5,0,1,61.4
Russian Federation,Rest of Europe,2000,15.5,19.3,300.6055,10.21,73,86,25.7,97,96,0.08,5324,146.60,2.9,3,11.3,0,1,65.5
Benin,Africa,2009,70.9,111.3,257.2970,1.26,79,83,23.0,80,79,0.55,996,8.94,7.9,7.8,2.8,0,1,59
Bhutan,Asia,2003,49.7,65.0,268.3975,0.53,95,77,22.5,96,95,0.24,1353,0.63,18.3,19.1,2.3,0,1,63.6
Vanuatu,Oceania,2012,24.5,29.3,138.2035,1.84,64,65,26.0,77,64,0.17,2817,0.25,1.5,1.4,6.8,0,1,69.4
Paraguay,South America,2008,23.2,27.7,155.1280,6.89,87,84,25.8,85,89,0.15,4420,6.08,2.1,2.1,7.4,0,1,72.3
Cabo Verde,Africa,2005,23.5,28.1,138.1810,4.32,93,96,23.8,95,95,0.36,2411,0.46,8.5,8.5,4.3,0,1,70.4
Cyprus,European Union,2002,4.8,5.6,66.7990,11.68,88,91,26.4,98,98,0.03,23603,0.98,0.9,1,10.2,1,0,78.3
Kenya,Africa,2012,38.2,54.1,239.0720,1.49,94,28,23.0,94,94,1.69,1382,44.34,8,7.8,6.2,0,1,62.7
Moldova,Rest of Europe,2005,17.1,20.1,231.3780,11.81,99,92,26.3,99,98,0.39,1907,2.89,3.1,3.3,10.4,0,1,67.8
Angola,Africa,2014,60.5,92.9,246.0945,8.10,64,64,23.2,55,64,0.97,3207,26.94,8.5,8.3,4.9,0,1,58.8
Philippines,Asia,2007,25.7,33.0,209.3845,4.14,87,17,22.6,87,87,0.02,2251,89.41,1,9.7,8.9,0,1,69.4
Bolivia,South America,2004,45.4,59.6,223.6920,2.61,84,83,25.2,84,84,0.20,2131,9.07,1.4,1.2,7.1,0,1,64.8
Antigua and Barbuda,Central America and Caribbean,2006,10.1,12.3,144.8485,7.70,99,68,25.7,99,99,0.10,16786,0.08,3.4,3.4,9.2,0,1,75.2
Sri Lanka,Asia,2012,8.9,10.4,115.4885,2.89,99,99,22.7,99,99,0.01,3463,20.43,15.3,15.2,10.9,0,1,75.8
Romania,European Union,2009,11.1,13.1,147.8160,11.01,95,94,25.9,95,95,0.04,7889,20.37,3,3.3,10.6,1,0,73.3
Sierra Leone,Africa,2005,124.1,195.5,471.7000,3.65,72,60,22.4,67,65,1.40,472,5.65,9.3,9.3,2.7,0,1,44.5
Suriname,South America,2010,20.6,23.1,179.6485,5.27,86,16,26.1,94,96,0.66,8942,0.53,3.5,3.4,7.7,0,1,70.5
Honduras,Central America and Caribbean,2008,21.5,25.5,157.2385,2.85,92,83,25.8,93,93,0.10,2184,7.98,2.3,2.3,5.1,0,1,72.8
Turkiye,Middle East,2001,29.0,35.3,141.1915,1.60,77,65,26.8,88,88,0.08,6076,64.19,5.2,5.1,5.6,0,1,70.6
Estonia,European Union,2008,4.3,5.5,164.1015,16.61,94,97,26.0,95,95,0.08,16608,1.34,2,2.1,12.3,1,0,73.8
Switzerland,Rest of Europe,2001,4.6,5.5,73.0875,11.12,88,71,24.8,95,93,0.10,74705,7.23,0.7,0.5,11.6,1,0,80.2
Tajikistan,Asia,2012,35.0,40.3,138.2825,0.77,94,97,25.5,96,94,0.14,865,7.87,3.6,3.7,10.7,0,1,69.3
